"",Set,Count
128853,"(3, 34, 41, 49)",1
128854,"(3, 34, 45, 49)",1
128855,"(34, 41, 45, 49)",1
128856,"(23, 3, 34, 41, 45)",1
128857,"(23, 3, 34, 41, 49)",1
128858,"(23, 3, 34, 45, 49)",1
128859,"(23, 3, 41, 45, 49)",1
128860,"(23, 34, 41, 45, 49)",1
128861,"(3, 34, 41, 45, 49)",1
128876,"(13, 26, 37, 42, 5)",1
128862,"(23, 3, 34, 41, 45, 49)",1
128864,"(13, 15, 26, 42)",1
128865,"(13, 15, 26, 5)",1
128866,"(13, 15, 42, 5)",1
128867,"(13, 26, 37, 5)",1
128868,"(13, 26, 42, 5)",1
128869,"(15, 26, 37, 42)",1
128870,"(15, 26, 37, 5)",1
128871,"(26, 37, 42, 5)",1
128872,"(13, 15, 26, 37, 42)",1
128851,"(23, 34, 45, 49)",1
128877,"(15, 26, 37, 42, 5)",1
128923,"(10, 44, 47, 8)",1
128903,"(19, 31, 34, 42)",1
128883,"(13, 17, 2, 3)",1
128884,"(13, 17, 2, 6)",1
128885,"(13, 17, 3, 6)",1
128886,"(13, 2, 3, 6)",1
128887,"(15, 17, 2, 3)",1
128888,"(15, 17, 2, 6)",1
128889,"(15, 17, 3, 6)",1
128878,"(13, 15, 26, 37, 42, 5)",1
128890,"(17, 2, 3, 6)",1
128892,"(13, 15, 17, 2, 6)",1
128893,"(13, 15, 17, 3, 6)",1
128894,"(13, 15, 2, 3, 6)",1
128895,"(13, 17, 2, 3, 6)",1
128896,"(15, 17, 2, 3, 6)",1
128897,"(13, 15, 17, 2, 3, 6)",1
128898,"(19, 22, 29, 31)",1
128899,"(19, 22, 29, 34)",1
128900,"(19, 22, 31, 34)",1
128901,"(19, 22, 34, 42)",1
128902,"(19, 29, 31, 42)",1
128891,"(13, 15, 17, 2, 3)",1
128873,"(13, 15, 26, 37, 5)",1
128874,"(13, 15, 26, 42, 5)",1
128863,"(13, 15, 26, 37)",1
128850,"(23, 34, 41, 45)",1
128958,"(11, 24, 27, 37)",1
128959,"(11, 24, 31, 37)",1
128948,"(16, 24, 3, 46, 49)",1
128905,"(22, 29, 31, 42)",1
128934,"(10, 13, 36, 44, 47, 8)",1
128932,"(10, 36, 44, 47, 8)",1
128907,"(29, 31, 34, 42)",1
128908,"(19, 22, 29, 31, 34)",1
128909,"(19, 22, 29, 31, 42)",1
128910,"(19, 22, 29, 34, 42)",1
128911,"(19, 22, 31, 34, 42)",1
128912,"(19, 29, 31, 34, 42)",1
128913,"(22, 29, 31, 34, 42)",1
128914,"(19, 22, 29, 31, 34, 42)",1
128915,"(10, 13, 36, 44)",1
128917,"(10, 13, 36, 8)",1
128918,"(10, 13, 44, 47)",1
128933,"(13, 36, 44, 47, 8)",1
128919,"(10, 13, 47, 8)",1
128921,"(10, 36, 44, 8)",1
128922,"(10, 36, 47, 8)",1
128957,"(11, 24, 27, 31)",1
128956,"(10, 24, 31, 37)",1
128955,"(10, 24, 27, 37)",1
128943,"(24, 3, 46, 49)",1
128904,"(22, 29, 31, 34)",1
128906,"(22, 29, 34, 42)",1
128936,"(16, 24, 3, 46)",1
128937,"(16, 24, 42, 49)",1
128938,"(16, 24, 46, 49)",1
128939,"(16, 3, 42, 46)",1
128940,"(16, 3, 42, 49)",1
128941,"(16, 42, 46, 49)",1
128942,"(24, 3, 42, 46)",1
128944,"(24, 42, 46, 49)",1
128954,"(10, 11, 24, 31)",1
128945,"(3, 42, 46, 49)",1
128946,"(16, 24, 3, 42, 46)",1
128935,"(16, 24, 3, 42)",1
128947,"(16, 24, 3, 42, 49)",1
128949,"(16, 24, 42, 46, 49)",1
128950,"(16, 3, 42, 46, 49)",1
128951,"(24, 3, 42, 46, 49)",1
128952,"(16, 24, 3, 42, 46, 49)",1
128953,"(10, 11, 24, 27)",1
128797,"(19, 24, 39, 49)",1
128799,"(24, 29, 39, 49)",1
129390,"(22, 25, 30, 43)",1
130058,"(20, 4, 40, 49)",1
130060,"(26, 4, 40, 49)",1
130061,"(20, 25, 26, 4, 40)",1
130062,"(20, 25, 26, 4, 49)",1
130063,"(20, 25, 26, 40, 49)",1
130064,"(20, 25, 4, 40, 49)",1
130053,"(20, 25, 26, 40)",1
129982,"(1, 18, 34, 4, 47)",1
129981,"(1, 13, 34, 4, 47)",1
129980,"(1, 13, 18, 4, 47)",1
129899,"(11, 17, 28, 41, 9)",1
129900,"(11, 2, 28, 41, 9)",1
129901,"(17, 2, 28, 41, 9)",1
129902,"(11, 17, 2, 28, 41, 9)",1
129903,"(16, 24, 27, 44)",1
129904,"(16, 27, 41, 44)",1
129905,"(16, 27, 41, 8)",1
129906,"(16, 27, 44, 8)",1
129907,"(16, 41, 44, 8)",1
129908,"(24, 27, 41, 44)",1
129909,"(24, 27, 41, 8)",1
129898,"(11, 17, 2, 41, 9)",1
130059,"(25, 4, 40, 49)",1
130057,"(20, 26, 40, 49)",1
130090,"(15, 19, 44, 45)",1
130056,"(20, 26, 4, 49)",1
130092,"(15, 2, 32, 45)",1
130093,"(15, 2, 44, 45)",1
130082,"(15, 35, 42, 44, 9)",1
129983,"(13, 18, 34, 4, 47)",1
130067,"(20, 25, 26, 4, 40, 49)",1
130065,"(20, 26, 4, 40, 49)",1
130041,"(13, 16, 20, 48)",1
130042,"(13, 16, 36, 48)",1
130043,"(13, 20, 36, 48)",1
130044,"(16, 20, 36, 48)",1
130045,"(1, 13, 16, 20, 36)",1
130046,"(1, 13, 16, 20, 48)",1
130047,"(1, 13, 16, 36, 48)",1
130048,"(1, 13, 20, 36, 48)",1
130049,"(1, 16, 20, 36, 48)",1
130050,"(13, 16, 20, 36, 48)",1
130051,"(1, 13, 16, 20, 36, 48)",1
130066,"(25, 26, 4, 40, 49)",1
130052,"(20, 25, 26, 4)",1
130054,"(20, 25, 26, 49)",1
130055,"(20, 25, 4, 40)",1
129910,"(24, 41, 44, 8)",1
129912,"(16, 24, 27, 41, 8)",1
129913,"(16, 24, 27, 44, 8)",1
129914,"(16, 24, 41, 44, 8)",1
129882,"(15, 23, 30, 4, 41)",1
129884,"(23, 27, 30, 4, 41)",1
129885,"(15, 23, 27, 30, 4, 41)",1
129886,"(11, 17, 2, 28)",1
129887,"(11, 17, 2, 41)",1
129888,"(11, 17, 28, 9)",1
129889,"(11, 2, 28, 9)",1
129890,"(11, 2, 41, 9)",1
129891,"(11, 28, 41, 9)",1
129892,"(17, 2, 28, 9)",1
129893,"(17, 2, 41, 9)",1
129894,"(17, 28, 41, 9)",1
129883,"(15, 27, 30, 4, 41)",1
130094,"(15, 32, 44, 45)",1
129925,"(35, 38, 46, 5)",1
129927,"(2, 3, 35, 38, 5)",1
129956,"(12, 15, 25, 43)",1
129957,"(12, 15, 32, 43)",1
129958,"(12, 25, 32, 43)",1
129959,"(11, 12, 15, 25, 32)",1
129960,"(11, 12, 15, 25, 43)",1
129896,"(11, 17, 2, 28, 41)",1
129881,"(15, 23, 27, 4, 41)",1
129880,"(15, 23, 27, 30, 41)",1
129924,"(3, 35, 46, 5)",1
129915,"(16, 27, 41, 44, 8)",1
129916,"(24, 27, 41, 44, 8)",1
129917,"(16, 24, 27, 41, 44, 8)",1
129918,"(2, 3, 35, 5)",1
129920,"(2, 3, 46, 5)",1
129921,"(2, 35, 38, 5)",1
129922,"(2, 35, 46, 5)",1
129923,"(3, 35, 38, 5)",1
129911,"(16, 24, 27, 41, 44)",1
129897,"(11, 17, 2, 28, 9)",1
129879,"(15, 23, 27, 30, 4)",1
129895,"(2, 28, 41, 9)",1
129871,"(15, 23, 30, 4)",1
129872,"(15, 23, 30, 41)",1
129873,"(15, 23, 4, 41)",1
129874,"(15, 27, 30, 4)",1
129875,"(15, 27, 30, 41)",1
129876,"(15, 27, 4, 41)",1
129877,"(23, 27, 30, 41)",1
129878,"(27, 30, 4, 41)",1
130091,"(15, 2, 32, 44)",1
130089,"(15, 19, 32, 45)",1
128800,"(11, 19, 24, 29, 39)",1
130013,"(11, 13, 20, 23, 39)",1
130015,"(11, 13, 23, 38, 39)",1
130016,"(11, 20, 23, 38, 39)",1
130017,"(13, 20, 23, 38, 39)",1
130018,"(11, 13, 20, 23, 38, 39)",1
130020,"(16, 19, 25, 38)",1
130021,"(16, 19, 25, 43)",1
130022,"(16, 19, 25, 45)",1
130023,"(16, 19, 43, 45)",1
130024,"(16, 25, 38, 43)",1
130025,"(16, 25, 38, 45)",1
130026,"(16, 25, 43, 45)",1
130027,"(16, 38, 43, 45)",1
130028,"(16, 19, 25, 38, 43)",1
130029,"(16, 19, 25, 38, 45)",1
130030,"(16, 19, 25, 43, 45)",1
130031,"(16, 19, 38, 43, 45)",1
130032,"(16, 25, 38, 43, 45)",1
130033,"(16, 19, 25, 38, 43, 45)",1
130034,"(1, 13, 16, 20)",1
130035,"(1, 13, 16, 48)",1
130011,"(13, 23, 38, 39)",1
130014,"(11, 13, 20, 38, 39)",1
130012,"(11, 13, 20, 23, 38)",1
130088,"(15, 19, 32, 44)",1
129417,"(17, 18, 37, 43, 46)",1
128801,"(11, 19, 24, 29, 49)",1
128802,"(11, 19, 24, 39, 49)",1
128803,"(11, 19, 29, 39, 49)",1
128804,"(11, 24, 29, 39, 49)",1
128805,"(19, 24, 29, 39, 49)",1
128820,"(21, 23, 3, 35, 8)",1
128806,"(11, 19, 24, 29, 39, 49)",1
128808,"(21, 23, 3, 8)",1
128809,"(21, 23, 35, 38)",1
128810,"(21, 23, 35, 8)",1
128811,"(21, 23, 38, 8)",1
128812,"(21, 3, 35, 38)",1
128813,"(21, 3, 35, 8)",1
128814,"(21, 3, 38, 8)",1
128815,"(23, 3, 35, 8)",1
128816,"(23, 3, 38, 8)",1
128817,"(23, 35, 38, 8)",1
128818,"(3, 35, 38, 8)",1
128807,"(21, 23, 3, 35)",1
132136,"(30, 4, 41, 7)",1
129415,"(18, 43, 45, 46)",1
130010,"(13, 20, 38, 39)",1
130009,"(13, 20, 23, 39)",1
130008,"(11, 23, 38, 39)",1
129984,"(1, 13, 18, 34, 4, 47)",1
130037,"(1, 16, 20, 36)",1
130038,"(1, 16, 20, 48)",1
130040,"(1, 20, 36, 48)",1
130069,"(15, 35, 4, 9)",1
130070,"(15, 35, 42, 44)",1
130071,"(15, 35, 42, 9)",1
130072,"(15, 4, 42, 44)",1
130073,"(15, 4, 42, 9)",1
130075,"(35, 4, 42, 9)",1
130076,"(35, 4, 44, 9)",1
130077,"(35, 42, 44, 9)",1
130078,"(4, 42, 44, 9)",1
130079,"(15, 35, 4, 42, 44)",1
130080,"(15, 35, 4, 42, 9)",1
130068,"(15, 35, 4, 42)",1
130081,"(15, 35, 4, 44, 9)",1
130083,"(15, 4, 42, 44, 9)",1
130084,"(35, 4, 42, 44, 9)",1
130085,"(15, 35, 4, 42, 44, 9)",1
130086,"(15, 19, 2, 32)",1
130087,"(15, 19, 2, 45)",1
129996,"(14, 30, 36, 37, 39)",1
130007,"(11, 20, 23, 39)",1
130006,"(11, 20, 23, 38)",1
129994,"(30, 36, 37, 39)",1
129985,"(14, 30, 36, 37)",1
129986,"(14, 30, 36, 39)",1
129987,"(14, 30, 36, 47)",1
129988,"(14, 30, 37, 39)",1
129989,"(14, 30, 37, 47)",1
129990,"(14, 30, 39, 47)",1
129991,"(14, 36, 37, 39)",1
129992,"(14, 36, 37, 47)",1
129993,"(14, 36, 39, 47)",1
130036,"(1, 13, 20, 48)",1
130005,"(11, 13, 23, 39)",1
129995,"(30, 37, 39, 47)",1
129997,"(14, 30, 36, 37, 47)",1
129998,"(14, 30, 36, 39, 47)",1
129999,"(14, 30, 37, 39, 47)",1
130000,"(14, 36, 37, 39, 47)",1
130001,"(30, 36, 37, 39, 47)",1
130002,"(14, 30, 36, 37, 39, 47)",1
130003,"(11, 13, 20, 23)",1
130004,"(11, 13, 20, 38)",1
128882,"(13, 15, 3, 6)",1
128881,"(13, 15, 2, 6)",1
128880,"(13, 15, 17, 6)",1
129277,"(2, 31, 48, 5, 9)",1
129291,"(1, 18, 24, 43, 47)",1
129292,"(1, 18, 24, 43, 5)",1
129293,"(1, 18, 24, 47, 5)",1
129294,"(1, 18, 43, 47, 5)",1
129295,"(1, 24, 43, 47, 5)",1
129296,"(18, 24, 43, 47, 5)",1
129297,"(1, 18, 24, 43, 47, 5)",1
129298,"(24, 27, 28, 3)",1
129299,"(24, 27, 28, 4)",1
129300,"(24, 27, 28, 48)",1
129301,"(24, 27, 3, 4)",1
129290,"(24, 43, 47, 5)",1
129247,"(34, 43, 44, 46, 5)",1
129276,"(2, 3, 48, 5, 9)",1
129274,"(2, 3, 31, 48, 9)",1
129249,"(11, 12, 16, 7)",1
129250,"(11, 16, 19, 7)",1
129251,"(11, 16, 48, 7)",1
129252,"(12, 16, 19, 7)",1
129254,"(12, 19, 48, 7)",1
129255,"(11, 12, 16, 19, 7)",1
129289,"(18, 43, 47, 5)",1
129288,"(18, 24, 47, 5)",1
129206,"(10, 11, 36, 38, 9)",1
129287,"(18, 24, 43, 5)",1
129208,"(10, 11, 38, 6, 9)",1
129209,"(10, 36, 38, 6, 9)",1
129210,"(10, 11, 36, 38, 6, 9)",1
129211,"(2, 25, 31, 34)",1
129212,"(2, 25, 31, 38)",1
129213,"(2, 25, 31, 46)",1
129214,"(2, 25, 34, 38)",1
129215,"(2, 25, 34, 46)",1
129204,"(10, 36, 38, 9)",1
129303,"(24, 27, 4, 48)",1
129246,"(19, 43, 44, 46, 5)",1
129248,"(19, 34, 43, 44, 46, 5)",1
129278,"(3, 31, 48, 5, 9)",1
129279,"(2, 3, 31, 48, 5, 9)",1
129280,"(1, 18, 24, 43)",1
129281,"(1, 18, 24, 5)",1
129282,"(1, 18, 43, 47)",1
129283,"(1, 18, 47, 5)",1
129284,"(1, 24, 43, 5)",1
129285,"(1, 24, 47, 5)",1
129286,"(1, 43, 47, 5)",1
129256,"(11, 12, 16, 48, 7)",1
129257,"(11, 12, 19, 48, 7)",1
129258,"(11, 16, 19, 48, 7)",1
129259,"(12, 16, 19, 48, 7)",1
128657,"(1, 16, 21, 22)",1
128658,"(1, 19, 21, 22)",1
128661,"(16, 19, 22, 37)",1
128662,"(16, 21, 22, 37)",1
128663,"(19, 21, 22, 37)",1
128650,"(1, 2, 24, 30, 49)",1
128664,"(1, 16, 19, 21, 22)",1
128666,"(1, 16, 21, 22, 37)",1
128667,"(1, 19, 21, 22, 37)",1
128668,"(16, 19, 21, 22, 37)",1
128669,"(1, 16, 19, 21, 22, 37)",1
128670,"(14, 3, 31, 41)",1
128671,"(14, 3, 4, 41)",1
128672,"(14, 3, 4, 46)",1
128674,"(14, 4, 41, 46)",1
128675,"(3, 31, 4, 41)",1
128676,"(3, 31, 4, 46)",1
128677,"(3, 31, 41, 46)",1
128665,"(1, 16, 19, 22, 37)",1
128678,"(3, 4, 41, 46)",1
128649,"(1, 2, 24, 30, 46)",1
128656,"(1, 16, 19, 22)",1
128655,"(1, 2, 24, 30, 46, 49)",1
128654,"(2, 24, 30, 46, 49)",1
129269,"(3, 31, 48, 5)",1
129260,"(11, 12, 16, 19, 48, 7)",1
129275,"(2, 3, 31, 5, 9)",1
129261,"(2, 3, 31, 48)",1
129263,"(2, 3, 31, 9)",1
129264,"(2, 3, 5, 9)",1
129265,"(2, 31, 48, 5)",1
129266,"(2, 31, 48, 9)",1
129267,"(2, 31, 5, 9)",1
129268,"(2, 48, 5, 9)",1
129270,"(3, 31, 48, 9)",1
128653,"(1, 24, 30, 46, 49)",1
129271,"(3, 48, 5, 9)",1
129272,"(31, 48, 5, 9)",1
129273,"(2, 3, 31, 48, 5)",1
129262,"(2, 3, 31, 5)",1
128962,"(10, 11, 24, 27, 37)",1
128961,"(10, 11, 24, 27, 31)",1
128960,"(24, 27, 31, 37)",1
128651,"(1, 2, 24, 46, 49)",1
128652,"(1, 2, 30, 46, 49)",1
129207,"(10, 11, 36, 6, 9)",1
129205,"(10, 11, 36, 38, 6)",1
128879,"(13, 15, 17, 2)",1
129402,"(22, 30, 34, 37, 43)",1
129388,"(10, 15, 16, 17, 27, 6)",1
129386,"(10, 16, 17, 27, 6)",1
129362,"(32, 37, 43, 48)",1
129363,"(15, 20, 32, 37, 43)",1
129364,"(15, 20, 32, 37, 48)",1
129365,"(15, 20, 32, 43, 48)",1
129366,"(15, 20, 37, 43, 48)",1
129367,"(15, 32, 37, 43, 48)",1
129368,"(20, 32, 37, 43, 48)",1
129369,"(15, 20, 32, 37, 43, 48)",1
129370,"(10, 27, 6)",1
129371,"(10, 15, 16, 17)",1
129372,"(10, 15, 16, 6)",1
129387,"(15, 16, 17, 27, 6)",1
129373,"(10, 15, 17, 27)",1
129375,"(10, 16, 17, 6)",1
129376,"(10, 16, 27, 6)",1
129377,"(10, 17, 27, 6)",1
129378,"(15, 16, 17, 27)",1
129379,"(15, 16, 17, 6)",1
129380,"(15, 17, 27, 6)",1
129360,"(20, 32, 43, 48)",1
129413,"(18, 37, 43, 46)",1
129203,"(10, 11, 6, 9)",1
129412,"(18, 37, 43, 45)",1
129391,"(22, 30, 34, 37)",1
129392,"(22, 34, 37, 43)",1
129393,"(25, 30, 34, 37)",1
129394,"(25, 30, 34, 43)",1
129395,"(25, 30, 37, 43)",1
129396,"(25, 34, 37, 43)",1
129397,"(30, 34, 37, 43)",1
129398,"(22, 25, 30, 34, 37)",1
129399,"(22, 25, 30, 34, 43)",1
129400,"(22, 25, 30, 37, 43)",1
129389,"(22, 25, 30, 34)",1
129401,"(22, 25, 34, 37, 43)",1
129403,"(25, 30, 34, 37, 43)",1
129404,"(22, 25, 30, 34, 37, 43)",1
129405,"(17, 18, 37, 43)",1
129406,"(17, 18, 37, 45)",1
129407,"(17, 18, 37, 46)",1
129408,"(17, 18, 45, 46)",1
129409,"(17, 37, 43, 46)",1
129410,"(17, 37, 45, 46)",1
129411,"(17, 43, 45, 46)",1
129381,"(16, 17, 27, 6)",1
129382,"(10, 15, 16, 17, 27)",1
129383,"(10, 15, 16, 17, 6)",1
129384,"(10, 15, 16, 27, 6)",1
129239,"(34, 43, 46, 5)",1
129240,"(34, 44, 46, 5)",1
129242,"(19, 34, 43, 44, 46)",1
129243,"(19, 34, 43, 44, 5)",1
129244,"(19, 34, 43, 46, 5)",1
129232,"(19, 34, 43, 46)",1
129245,"(19, 34, 44, 46, 5)",1
129218,"(2, 31, 34, 46)",1
129216,"(2, 25, 38, 46)",1
129192,"(32, 36, 44, 7)",1
129193,"(27, 30, 32, 36, 44)",1
129194,"(27, 30, 32, 36, 7)",1
129195,"(27, 30, 32, 44, 7)",1
129196,"(27, 30, 36, 44, 7)",1
129197,"(27, 32, 36, 44, 7)",1
129198,"(30, 32, 36, 44, 7)",1
129199,"(27, 30, 32, 36, 44, 7)",1
129200,"(10, 11, 36, 6)",1
129201,"(10, 11, 38, 6)",1
129202,"(10, 11, 38, 9)",1
129217,"(2, 31, 34, 38)",1
129238,"(34, 43, 44, 5)",1
129237,"(34, 43, 44, 46)",1
129236,"(19, 43, 46, 5)",1
129224,"(2, 25, 31, 34, 38)",1
129385,"(10, 15, 17, 27, 6)",1
129374,"(10, 15, 27, 6)",1
128963,"(10, 11, 24, 31, 37)",1
129304,"(24, 28, 3, 4)",1
129302,"(24, 27, 3, 48)",1
129220,"(25, 31, 34, 38)",1
129221,"(25, 31, 34, 46)",1
129222,"(25, 31, 38, 46)",1
129223,"(31, 34, 38, 46)",1
129225,"(2, 25, 31, 34, 46)",1
129235,"(19, 43, 44, 5)",1
129226,"(2, 25, 31, 38, 46)",1
129227,"(2, 25, 34, 38, 46)",1
129228,"(2, 31, 34, 38, 46)",1
129229,"(25, 31, 34, 38, 46)",1
129230,"(2, 25, 31, 34, 38, 46)",1
129219,"(2, 34, 38, 46)",1
129231,"(19, 34, 43, 44)",1
129233,"(19, 34, 44, 46)",1
129234,"(19, 34, 44, 5)",1
128647,"(2, 30, 46, 49)",1
128623,"(3, 31, 34, 43, 47)",1
128624,"(13, 3, 31, 34, 43, 47)",1
128521,"(19, 3, 33, 38)",1
128524,"(3, 33, 38, 44)",1
128525,"(10, 19, 3, 33, 38)",1
128526,"(10, 19, 3, 33, 44)",1
128527,"(10, 19, 3, 38, 44)",1
128528,"(10, 19, 33, 38, 44)",1
128529,"(10, 3, 33, 38, 44)",1
128530,"(19, 3, 33, 38, 44)",1
128531,"(10, 19, 3, 33, 38, 44)",1
128532,"(1, 16, 25, 34)",1
128533,"(1, 16, 25, 39)",1
128522,"(19, 3, 33, 44)",1
128620,"(13, 3, 31, 43, 47)",1
128563,"(14, 2, 30, 34, 49)",1
128565,"(14, 2, 34, 44, 49)",1
128595,"(10, 23, 44, 9)",1
128596,"(14, 23, 25, 44)",1
128597,"(14, 23, 44, 9)",1
128598,"(14, 25, 44, 9)",1
128599,"(23, 25, 44, 9)",1
128600,"(10, 14, 23, 25, 44)",1
128601,"(10, 14, 23, 25, 9)",1
128523,"(19, 33, 38, 44)",1
128535,"(1, 16, 34, 39)",1
128625,"(17, 19, 20, 46)",1
128520,"(10, 3, 38, 44)",1
128555,"(14, 30, 34, 44)",1
128556,"(14, 30, 34, 49)",1
128557,"(14, 30, 44, 49)",1
128558,"(14, 34, 44, 49)",1
128559,"(2, 30, 34, 49)",1
128560,"(2, 34, 44, 49)",1
128561,"(30, 34, 44, 49)",1
128550,"(16, 25, 34, 36, 39)",1
128562,"(14, 2, 30, 34, 44)",1
128536,"(1, 16, 36, 39)",1
128534,"(1, 16, 34, 36)",1
128510,"(17, 29, 40, 43, 49)",1
128511,"(17, 33, 40, 43, 49)",1
128512,"(29, 33, 40, 43, 49)",1
128513,"(17, 29, 33, 40, 43, 49)",1
128514,"(10, 19, 3, 33)",1
128515,"(10, 19, 3, 38)",1
128516,"(10, 19, 3, 44)",1
128517,"(10, 19, 33, 38)",1
128518,"(10, 19, 33, 44)",1
128519,"(10, 19, 38, 44)",1
128602,"(10, 14, 23, 44, 9)",1
128603,"(10, 14, 25, 44, 9)",1
128604,"(10, 23, 25, 44, 9)",1
128605,"(14, 23, 25, 44, 9)",1
128573,"(14, 19, 39, 47)",1
128574,"(14, 29, 35, 47)",1
128575,"(14, 29, 39, 47)",1
128576,"(14, 35, 39, 47)",1
128592,"(10, 14, 25, 9)",1
128577,"(19, 29, 35, 39)",1
128579,"(19, 29, 39, 47)",1
128580,"(19, 35, 39, 47)",1
128581,"(29, 35, 39, 47)",1
128582,"(14, 19, 29, 35, 39)",1
128583,"(14, 19, 29, 35, 47)",1
128584,"(14, 19, 29, 39, 47)",1
128585,"(14, 19, 35, 39, 47)",1
128586,"(14, 29, 35, 39, 47)",1
128587,"(19, 29, 35, 39, 47)",1
128588,"(14, 19, 29, 35, 39, 47)",1
128589,"(10, 14, 23, 25)",1
128578,"(19, 29, 35, 47)",1
129414,"(18, 37, 45, 46)",1
128736,"(1, 15, 2, 41, 49)",1
128738,"(1, 2, 36, 41, 49)",1
128572,"(14, 19, 35, 39)",1
128571,"(14, 19, 29, 47)",1
128570,"(14, 19, 29, 39)",1
128615,"(3, 31, 34, 47)",1
128594,"(10, 23, 25, 9)",1
128606,"(10, 14, 23, 25, 44, 9)",1
128608,"(13, 3, 34, 47)",1
128609,"(13, 3, 43, 47)",1
128610,"(13, 31, 34, 43)",1
128611,"(13, 31, 34, 47)",1
128612,"(13, 31, 43, 47)",1
128613,"(13, 34, 43, 47)",1
128614,"(3, 31, 34, 43)",1
128616,"(3, 31, 43, 47)",1
128569,"(14, 19, 29, 35)",1
128617,"(31, 34, 43, 47)",1
128618,"(13, 3, 31, 34, 43)",1
128607,"(13, 3, 31, 43)",1
128564,"(14, 2, 30, 44, 49)",1
128593,"(10, 14, 44, 9)",1
128591,"(10, 14, 23, 9)",1
128566,"(14, 30, 34, 44, 49)",1
128567,"(2, 30, 34, 44, 49)",1
128568,"(14, 2, 30, 34, 44, 49)",1
128554,"(14, 2, 34, 44)",1
128553,"(14, 2, 30, 49)",1
128552,"(14, 2, 30, 44)",1
128732,"(15, 36, 41, 49)",1
128681,"(14, 3, 31, 4, 46)",1
128711,"(1, 22, 3, 43)",1
128712,"(2, 22, 24, 43)",1
128713,"(2, 22, 3, 43)",1
128714,"(2, 24, 3, 43)",1
128715,"(22, 24, 3, 43)",1
128716,"(1, 2, 22, 24, 3)",1
128717,"(1, 2, 22, 24, 43)",1
128718,"(1, 2, 22, 3, 43)",1
128719,"(1, 2, 24, 3, 43)",1
128720,"(1, 22, 24, 3, 43)",1
128721,"(2, 22, 24, 3, 43)",1
128710,"(1, 22, 24, 43)",1
128722,"(1, 2, 22, 24, 3, 43)",1
128724,"(1, 15, 2, 41)",1
128725,"(1, 15, 36, 41)",1
128726,"(1, 15, 36, 49)",1
128727,"(1, 15, 41, 49)",1
128728,"(1, 2, 36, 41)",1
128729,"(1, 2, 36, 49)",1
128730,"(15, 2, 36, 49)",1
128679,"(31, 4, 41, 46)",1
128622,"(13, 31, 34, 43, 47)",1
128635,"(17, 19, 24, 46, 48)",1
128634,"(17, 19, 20, 46, 48)",1
128626,"(17, 19, 20, 48)",1
128627,"(17, 19, 24, 46)",1
128628,"(17, 19, 24, 48)",1
128629,"(17, 20, 24, 48)",1
128630,"(17, 24, 46, 48)",1
128631,"(19, 20, 46, 48)",1
128632,"(17, 19, 20, 24, 46)",1
128633,"(17, 19, 20, 24, 48)",1
128648,"(24, 30, 46, 49)",1
128636,"(17, 20, 24, 46, 48)",1
128646,"(1, 30, 46, 49)",1
128637,"(19, 20, 24, 46, 48)",1
128638,"(17, 19, 20, 24, 46, 48)",1
128639,"(1, 2, 24, 30)",1
128640,"(1, 2, 24, 46)",1
128641,"(1, 2, 24, 49)",1
128642,"(1, 2, 30, 46)",1
128643,"(1, 2, 30, 49)",1
128644,"(1, 24, 30, 49)",1
128645,"(1, 24, 46, 49)",1
128731,"(15, 2, 41, 49)",1
128733,"(2, 36, 41, 49)",1
128551,"(1, 16, 25, 34, 36, 39)",1
128734,"(1, 15, 2, 36, 41)",1
128703,"(20, 27, 29, 3, 40)",1
128704,"(19, 20, 27, 29, 3, 40)",1
128705,"(1, 2, 22, 24)",1
128706,"(1, 2, 22, 3)",1
128695,"(20, 27, 29, 40)",1
128735,"(1, 15, 2, 36, 49)",1
128621,"(13, 3, 34, 43, 47)",1
128619,"(13, 3, 31, 34, 47)",1
128538,"(1, 25, 34, 39)",1
128539,"(1, 25, 36, 39)",1
128540,"(1, 34, 36, 39)",1
128541,"(16, 25, 34, 36)",1
128542,"(16, 25, 34, 39)",1
128543,"(16, 25, 36, 39)",1
128544,"(25, 34, 36, 39)",1
128545,"(1, 16, 25, 34, 36)",1
128546,"(1, 16, 25, 34, 39)",1
128547,"(1, 16, 25, 36, 39)",1
128548,"(1, 16, 34, 36, 39)",1
128537,"(1, 25, 34, 36)",1
128549,"(1, 25, 34, 36, 39)",1
128702,"(19, 27, 29, 3, 40)",1
128701,"(19, 20, 29, 3, 40)",1
128700,"(19, 20, 27, 3, 40)",1
128688,"(19, 20, 27, 40)",1
128723,"(1, 15, 2, 36)",1
128680,"(14, 3, 31, 4, 41)",1
128709,"(1, 2, 24, 43)",1
128707,"(1, 2, 22, 43)",1
128682,"(14, 3, 31, 41, 46)",1
128683,"(14, 3, 4, 41, 46)",1
128684,"(14, 31, 4, 41, 46)",1
128685,"(3, 31, 4, 41, 46)",1
128686,"(14, 3, 31, 4, 41, 46)",1
128689,"(19, 20, 29, 3)",1
128699,"(19, 20, 27, 29, 40)",1
128690,"(19, 20, 3, 40)",1
128691,"(19, 27, 29, 3)",1
128692,"(19, 27, 29, 40)",1
128693,"(19, 29, 3, 40)",1
128708,"(1, 2, 24, 3)",1
128694,"(20, 27, 29, 3)",1
128696,"(20, 27, 3, 40)",1
128697,"(20, 29, 3, 40)",1
